name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
La Chouffe Golden Ale,8.0,Brasserie D'Achouffe,Houffalize-Achouffe,Belgium,50.1507,5.7442,,Belgian and French Ale,Belgian-Style Pale Strong Ale
Watou Tripel,7.5,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,The flavour of this beer is pleasantly soft and is characterized by a delicate bitterness where the balance between malt and hop is based upon a fruity orange taste with a straight fresh after taste (7.5% alcohol content),Belgian and French Ale,Belgian-Style Tripel
Bam BiÃ¨re,4.5,Jolly Pumpkin Artisan Ales,Dexter,United States,42.3375,-83.8895,"An artisan farmhouse ale that is golden, naturally cloudy, bottle conditioned and dry hopped for a perfectly refreshing balance of spicy malts, hops and yeast.",Belgian and French Ale,French & Belgian-Style Saison
New Belgium Trippel Belgian Style Ale,8.5,New Belgium Brewing,Fort Collins,United States,40.5929,-105.07,"Our Trippel Belgian Style Ale (pronounced triple) opens with a bold blast of hops that slowly gives way to the fruity esters implied by our Belgian yeast strain. The Three Graces hand-painted on the label are Zeusâ€™s daughters Aglaia (splendor), Euphrosyne (mirth) and Thalia (good cheer). In the Belgian tradition of brewing singles, doubles and triples, Trippel is the strongest with the longest fermentation. Remarkably smooth and complex, our bottle-conditioned Trippel is spiced with a trace of coriander.",Belgian and French Ale,Belgian-Style Tripel
Abbey Belgian Style Ale,7.0,New Belgium Brewing,Fort Collins,United States,40.5929,-105.07,"Winner of four World Beer Cup medals and eight medals at the Great American Beer Fest, Abbey Belgian Ale is the Mark Spitz of New Belgiumâ€™s lineup - but it didnâ€™t start out that way. When Jeff and Kim first sampled the beer at the Lyons Folks Fest, reviews were mixed at best. One of founder Jeffâ€™s first two Belgian style homebrews (along with Fat Tire), Abbey is a Belgian dubbel (or double) brewed with six different malts and an authentic Belgian yeast strain. Abbey is bottle-conditioned, weighs in at 7.0% alcohol by volume, and pairs well with chocolate (or boldly served by itself) for dessert.",Belgian and French Ale,Belgian-Style Dubbel
Oro de Calabaza,8.0,Jolly Pumpkin Artisan Ales,Dexter,United States,42.3375,-83.8895,Brewed in the Franco-Belgian tradition of strong golden ales.  Spicy and peppery with a gentle hop bouquet and the beguiling influence of wild yeast.,Belgian and French Ale,Belgian-Style Pale Strong Ale
Abt 12,10.0,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).
A dark ivory coloured beer with a high fermentation. 

The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.",Belgian and French Ale,Belgian-Style Quadrupel
Prior 8,8.0,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,"This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content). 

This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour.",Belgian and French Ale,Belgian-Style Dubbel
St. Bernardus Tripel,8.0,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,"This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content). 
This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness.",Belgian and French Ale,Belgian-Style Tripel
Westmalle Trappist Tripel,9.5,Brouwerij Abdij der Trappisten van Westmalle,Westmalle,Belgium,51.2974,4.6881,"Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age.",Belgian and French Ale,Belgian-Style Tripel
Gueuze Bio / Organic Gueuze,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Urthel Hop-It,9.5,De Leyerth Brouwerijen,Ruiselede,Belgium,51.0811,3.3699,,Belgian and French Ale,Other Belgian-Style Ales
Bruocsella 1900 Grand Cru,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Terrible,10.5,Unibroue,Chambly,Canada,45.4416,-73.2595,"Topped by a sumptuous head of foam, La Terrible possesses a fruity aroma enriched with notes of roasted malt and Madeira. Its long lasting flavour is both elegant and full bodied.

La Terrible is a dark brown beer on lees and is part of a collection of exotic and refined Unibroue beers brewed using 100% natural raw materials. It may be drunk as an aperitif or as an after dinner digestive. It is equally a perfect accompaniment to the above-mentioned dishes or a pleasant alternative to coffee.",Belgian and French Ale,Other Belgian-Style Ales
Blonde,6.0,Brasserie de l'Abbaye Val-Dieu,Aubel,Belgium,50.7046,5.822,This authentic Abbey Ale is based on the recipe perfected centuries ago by the monks of Abbey Du Val-Dieu.,Belgian and French Ale,Other Belgian-Style Ales
Oude Gueuze Vielle,5.870588235294117,Brouwerij Oud Beersel,Beersel,Belgium,50.7586,4.3012,,Belgian and French Ale,Belgian-Style Fruit Lambic
The Beast Grand Cru,14.9,Avery Brewing Company,Boulder,United States,40.0166,-105.219,"The Beast is a seducer - accommodating, complicated, powerful, dark and created to last the ages. With a deep burgundy color and aromas of honey, nutmeg, mandarin orange and pineapple, this massive and challenging brew has flavors akin to a beautiful Carribean rum. Dates, plums, raisins and molasses are dominant in a rich vinous texture. Cellarable for 10+ years.",Belgian and French Ale,Belgian-Style Dark Strong Ale
Trappist Westvleteren 8,8.0,Brouwerij Abdij Saint Sixtus,Westvleteren,Belgium,50.8961,2.7222,,Belgian and French Ale,Belgian-Style Dubbel
Sprecher Abbey Triple,8.41,Sprecher Brewing,Glendale,United States,43.1,-87.9198,"A Belgian Trappist triple yeast culture balanced with the finest imported pale barley, Belgian aromatic malt and oats, gives this golden ale a fruity bouquet and a light refined taste.",Belgian and French Ale,Belgian-Style Tripel
Pseudo Lambic Framboise,5.870588235294117,LaConner Brewing,LaConner,United States,48.3917,-122.495,,Belgian and French Ale,Belgian-Style Fruit Lambic
Geuze Boon,6.0,Brouwerij Boon,Lembeek,Belgium,50.7123,4.2197,"Geuze, a mixture of old and young Lambic. The young Lambic is added to cause a refermentation in the bottle making for a delightfully sparkling and dry beer that has been likened, in all seriousness, to Champagne.",Belgian and French Ale,Belgian-Style Fruit Lambic
CuvÃ©e RenÃ© Grand Cru Gueuze Lambic,5.870588235294117,Brouwerij Lindemans,Vlezenbeek,Belgium,50.818000000000005,4.2307,,Belgian and French Ale,Belgian-Style Fruit Lambic
Iris,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
RosÃ© de Gambrinus,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Oude Kriek,5.870588235294117,Hanssens Artisanal,Dworp,Belgium,50.729,4.2971,,Belgian and French Ale,Belgian-Style Fruit Lambic
Kriek-Lambic,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Celis White,3.9,Michigan Brewing,Webberville,United States,42.6616,-84.1946,"This traditional Belgian Whitbierre is the multiple gold medal winning Pierre Celis original. White and cloudy in appearance, brewed with wheat and seasoned with orange peel and coriander. A refreshing unfiltered ale that is both sweet and tart.",Belgian and French Ale,Other Belgian-Style Ales
Salvation,9.0,Avery Brewing Company,Boulder,United States,40.0166,-105.219,,Belgian and French Ale,Other Belgian-Style Ales
Summer Gueuze,5.870588235294117,Thunderhead Brewery,Kearney,United States,40.6966,-99.0815,,Belgian and French Ale,Belgian-Style Fruit Lambic
Double Gueuze (discontinued),5.870588235294117,Gottberg Brew Pub,Columbus,United States,41.4295,-97.3623,,Belgian and French Ale,Belgian-Style Fruit Lambic
Dubbel Dragon,7.2,Dragonmead Microbrewery,Warren,United States,42.493,-82.9753,"This Dubbel style Belgian beer is created in the great Belgian tradition. Pale Malt, Caramel and Special B Malts impart a unique sweetness to this beer. The traditional Belgian yeast fully ferments the Belgian Candi Sugar to give a satisfying taste that is twice what a Belgian pale delivers.",Belgian and French Ale,Other Belgian-Style Ales
Liefmans Kriekbier,6.0,Brouwerij Liefmans,Oudenaarde,Belgium,50.8439,3.617,,Belgian and French Ale,Belgian-Style Fruit Lambic
Tripel Crown,10.0,Middle Ages Brewing,Syracuse,United States,43.0508,-76.1617,"Cellar aged, subtly complex and deceptively strong. Using two of the old world's brewing traditions, we have combined British ingredients and methods with Belgian ale qualities.",Belgian and French Ale,Belgian-Style Tripel
Abbaye de Saint-Martin Blonde,7.0,Brasserie de Brunehaut,Brunehaut,Belgium,50.5109,3.3883,"11.2oz bottle.  Slightly hazy golden color with a white head. Earthy clay, light molasses, and buttered cauliflower aromas. A crisp, frothy entry leads to a dryish medium body of figs, creamy caramel, and roasted carrot flavors. This St. Martin Blonde ale finishes with dried fruit and cashew fade.
Abbye St. Martin Ales are pure Belgium.",Belgian and French Ale,Belgian-Style Pale Strong Ale
Oude Gueuze,5.870588235294117,Hanssens Artisanal,Dworp,Belgium,50.729,4.2971,,Belgian and French Ale,Belgian-Style Fruit Lambic
1554 Enlightened Black Ale,5.5,New Belgium Brewing,Fort Collins,United States,40.5929,-105.07,"Born of a flood and centuries-old Belgian text, 1554 Enlightened Black Ale uses a light lager yeast strain and dark chocolaty malts to redefine what dark beer can be. In 1997, a Fort Collins flood destroyed the original recipe our researcher, Phil Benstein, found in the library. So Phil and brewmaster, Peter Bouckaert, traveled to Belgium to retrieve this unique style lost to the ages. Their first challenge was deciphering antiquated script and outdated units of measurement, but trial and error (and many months of in-house sampling) culminated in 1554, a highly quaffable dark beer with a moderate body and mouthfeel.",Belgian and French Ale,Other Belgian-Style Ales
Oudbeitje,5.870588235294117,Hanssens Artisanal,Dworp,Belgium,50.729,4.2971,,Belgian and French Ale,Belgian-Style Fruit Lambic
1837,7.0,Unibroue,Chambly,Canada,45.4416,-73.2595,"1837 is a blonde beer that is slightly cloudy. It contains 7% alcohol and is refermented in the bottle. Following the brewing tradition of the great abbey beers, it is made with a blend of Quebec-grown raw wheat, lightly roasted barley and a hint of spices. It is a truly refreshing beer.",Belgian and French Ale,Other Belgian-Style Ales
La Trappe Tripel,8.0,Bierbrouwerij De Koningshoeven,Berkel-Enschot,Netherlands,51.544,5.1285,,Belgian and French Ale,Belgian-Style Tripel
La Trappe Tripel,8.0,Bierbrouwerij De Koningshoeven,Berkel-Enschot,Netherlands,51.544,5.1285,,Belgian and French Ale,Belgian-Style Tripel
Iambic Lambic,5.870588235294117,Grizzly Peak Brewing,Ann Arbor,United States,42.2805,-83.749,,Belgian and French Ale,Belgian-Style Fruit Lambic
embrasse,9.0,de dochter van de korenaar,baarle-hertog,Belgium,51.4421,4.9232,"pure-malt dark ale.
rich and intense. good mix between imperial stout (but not as intense) and quadrupel. The beer has real balance and a luxurious mouthfeel",Belgian and French Ale,Belgian-Style Dark Strong Ale
Trifecta Belgian Style Tripel,8.1,Fifty Fifty Brewing Co.,Truckee,United States,39.321999999999996,-120.163,"There are hundreds of Trappist Monasteries in the world, many of them make fruitcake. This beer is not made by Monks nor does it resemble fruitcake. Furthermore, Truckee has no Trappist Monastery and that, my friend, is why we at FiftyFifty bring you Trifecta. This is one of FiftyFifty's seasonal ales, and is a high alcohol Belgian style beer. Brewed with inspiration from Belgian Trappist Ales, Trifecta also includes locally grown Purple Sage Honey. With a complex spiciness tempered by the sweeter notes from the sage honey, flavors of spicy sage, alcohol, and mild malt sweetness are apparent, and sage and clove like aromas predominate. Coming in at over 8%, this beer is deceptively strong.",Belgian and French Ale,Belgian-Style Tripel
Lancaster Limited Triple,9.013658536585366,Lancaster Brewing Co.,Lancaster,United States,40.0438,-76.2984,,Belgian and French Ale,Belgian-Style Tripel
Helios,7.5,Victory Brewing,Downingtown,United States,40.0061,-75.6942,,Belgian and French Ale,French & Belgian-Style Saison
Richbrau Abbey-Style Ale,7.0,Richbrau Brewing Company,Richmond,United States,37.5356,-77.4338,This recipe is meant to replicate a Belgian Abbey-style ale. Tart from the Belgian yeast but malty and sweet from the addition of rock candy sugar. Reddish brown in color.,Belgian and French Ale,Other Belgian-Style Ales
Santa's Little Helper Witbier,5.7,Richbrau Brewing Company,Richmond,United States,37.5356,-77.4338,"We brewed this pleasantly aromatic wheat beer with the addition of bitter orange peel, coriander and a Belgian Abbey ale yeast strain. This beer is unfiltered and its flavor is tart but sweet and perfumey.",Belgian and French Ale,Belgian-Style White
Farm Girl Saison,6.0,Lift Bridge Brewery,Stillwater,United States,45.0565,-92.8222,"This pale golden, Belgian-influenced ale is for everyone: Farm Girl, wannabe Farm Girl. In the Belgian Farmhouse tradition, this brew has a dry malt finish and a spiciness that only Belgian yeasts can create. Smooth and well rounded... this one can please anyone in any situation, whether you are on the water, in the sun, or hiding from winter's chill.",Belgian and French Ale,French & Belgian-Style Saison
Biscotti,7.0,Lift Bridge Brewery,Stillwater,United States,45.0565,-92.8222,"We drew inspiration from Steveâ€™s Grandmotherâ€™s holiday biscotti recipe to create this one of a kind brew. By utilizing an array of malts, oats, wheat, pure local honey, light European hops and delicately spicing with Grains of Paradise, Madagascar vanilla beans, whole star anise, all brought together with traditional Belgian yeast, the result is a cloudy, deep copper colored, complex experience. This delight to the senses should be served in a 12 ounce footed glass and allowed to warm to 50 degrees to fully gather the malt and spice spectrum.",Belgian and French Ale,Belgian-Style Dark Strong Ale
